bmi,age,gender,activity_level,fitness_goal,workout_category,diet_category,fitness_level
25.4,17,0,1,0,0,0,1
21.9,26,1,2,0,2,1,2
25.2,49,0,3,2,1,0,2
23.6,46,0,3,2,1,2,2
17.3,37,1,2,0,4,4,1
31.7,16,1,3,3,2,0,1
21.7,32,1,1,0,1,0,0
23.9,38,0,1,0,0,2,1
28.0,37,1,4,4,1,2,2
22.9,15,0,3,1,1,1,2
25.6,24,0,2,4,2,2,0
19.6,34,0,4,0,0,2,2
32.6,41,0,1,0,2,2,0
22.4,15,0,4,3,4,2,2
19.8,33,1,0,3,4,1,0
23.6,36,0,3,2,4,1,2
30.9,45,1,2,0,2,0,1
23.3,43,0,1,3,1,3,1
20.4,41,0,4,0,2,4,2
28.4,25,1,2,3,0,2,1
26.0,15,0,3,0,4,2,2
23.7,30,0,2,3,1,1,1
33.5,47,1,3,2,1,1,2
23.3,51,1,3,2,1,1,2
24.8,43,0,3,3,2,0,2
20.2,40,0,4,0,2,1,2
28.9,39,0,3,3,0,1,1
28.0,28,1,2,0,3,0,1
27.7,33,0,0,1,1,2,0
21.3,55,1,2,2,2,2,1
21.3,23,1,4,4,4,4,2
29.3,54,0,3,0,0,4,2
19.4,31,1,0,2,1,1,0
31.7,50,0,4,2,1,1,2
25.8,18,0,1,1,0,1,0
27.1,42,1,1,0,4,4,1
23.2,26,1,1,2,2,1,1
23.5,18,1,0,0,0,2,0
22.5,37,1,2,2,1,1,1
25.4,47,1,0,3,0,4,0
34.7,24,1,0,3,0,0,0
28.1,17,0,0,1,1,1,0
22.1,33,0,1,2,1,1,0
23.5,33,0,2,0,0,0,1
20.5,41,1,0,2,1,1,0
29.5,46,1,2,4,3,4,1
20.1,34,1,3,1,3,3,2
18.9,57,0,0,2,1,1,0
28.5,37,0,0,3,4,1,0
28.8,30,1,0,2,1,2,0
28.2,15,1,3,2,4,2,1
23.3,31,1,3,0,2,0,2
20.8,30,1,1,2,1,1,1
23.2,46,0,4,0,2,0,2
24.8,40,0,2,3,3,0,1
29.9,20,0,4,2,1,2,2
30.2,37,1,0,3,2,0,0
19.8,43,0,0,0,3,2,0
19.0,53,1,1,2,0,1,1
30.4,45,1,4,2,1,1,2
34.3,44,1,0,0,2,0,0
21.3,35,0,4,2,2,1,2
27.8,39,0,1,0,0,4,0
26.7,49,1,4,0,1,1,2
24.0,19,0,2,0,2,0,2
20.4,30,1,1,1,1,2,0
27.7,25,1,4,4,4,2,2
21.2,39,1,0,0,3,2,0
19.2,49,0,3,4,1,2,2
22.5,27,0,3,1,1,2,2
31.3,15,1,1,2,1,1,0
21.4,30,0,3,2,1,2,2
22.8,45,0,2,4,0,2,1
22.0,41,0,1,3,0,0,0
18.1,40,0,0,4,1,2,0
20.8,31,1,0,3,0,4,0
25.5,19,0,1,0,0,0,0
19.1,41,1,3,4,1,2,2
24.6,24,1,3,4,0,1,2
19.1,61,0,0,0,2,4,0
29.7,41,1,2,4,3,4,1
27.4,28,1,3,3,1,4,1
23.7,27,0,2,4,0,1,1
23.5,33,1,3,4,3,2,1
24.7,32,1,1,4,4,1,0
18.9,48,0,4,4,1,0,2
30.6,37,0,0,0,0,0,0
24.4,26,0,1,0,1,1,0
32.7,57,0,3,0,0,3,2
26.0,35,0,0,0,2,4,0
28.5,44,1,4,1,2,1,2
20.7,27,1,4,3,2,1,2
26.6,39,0,3,1,1,3,2
22.0,38,0,0,3,4,1,0
25.0,15,1,3,3,0,0,2
34.3,59,0,4,3,1,2,2
24.9,50,0,1,2,1,2,0
21.8,30,1,1,0,1,1,1
30.3,21,1,2,0,4,0,1
21.3,39,1,4,2,4,4,2
21.8,36,0,4,3,0,1,2
23.5,39,1,3,2,1,3,1
24.8,37,0,2,3,2,1,1
35.8,41,1,2,1,1,3,1
24.7,52,0,0,0,0,2,0
31.3,41,0,3,3,0,0,2
24.5,22,0,1,0,2,3,1
27.0,51,1,0,2,1,1,0
29.6,54,1,2,3,1,2,1
33.1,70,1,1,0,0,0,0
21.5,21,0,4,2,1,1,2
18.8,37,1,3,3,2,0,2
21.0,15,1,2,3,0,4,1
23.5,41,0,4,0,2,1,2
21.7,28,0,2,3,2,0,1
22.7,58,1,1,0,1,1,1
33.3,25,1,0,2,1,2,0
22.0,15,1,1,2,1,2,0
26.4,29,0,3,0,0,2,1
21.0,15,1,3,1,2,1,1
24.4,44,0,2,0,0,2,2
29.0,15,0,1,2,1,1,1
24.0,35,1,0,0,0,3,0
21.7,15,1,3,4,4,2,2
27.3,31,0,0,0,4,2,0
31.9,54,0,4,4,1,1,2
28.2,39,1,2,4,1,4,1
20.1,24,1,0,2,1,1,0
22.8,34,1,2,2,1,1,1
21.4,35,0,4,1,1,1,2
22.4,40,0,0,4,2,3,1
23.3,18,1,0,3,2,1,0
33.6,42,0,4,4,4,1,2
23.2,15,0,1,2,4,0,0
22.0,27,1,0,4,0,2,0
22.3,29,0,0,2,2,2,0
24.1,42,1,3,4,2,0,2
26.3,35,1,1,0,0,1,1
36.0,18,0,0,2,1,2,0
29.8,23,0,4,3,2,1,2
27.1,37,1,2,3,4,0,2
26.9,34,0,4,2,1,1,2
18.2,28,1,1,3,2,2,1
22.9,29,0,3,0,2,0,2
19.4,43,0,3,2,2,1,2
29.0,28,0,3,2,1,1,1
19.5,33,1,4,1,4,2,2
21.2,61,0,2,3,4,0,2
31.0,17,1,2,0,3,1,0
29.3,15,1,0,0,0,4,1
23.6,44,1,2,2,0,1,2
27.1,26,0,2,4,4,2,1
20.5,31,1,0,2,1,2,0
23.9,25,1,4,3,2,1,2
24.8,31,0,4,2,1,3,2
21.4,54,1,1,3,2,4,1
32.7,44,1,4,1,2,2,2
21.8,45,0,3,3,0,4,2
26.0,18,1,3,2,1,1,2
20.3,21,0,1,2,1,2,1
22.5,15,1,2,0,1,0,1
22.8,25,1,1,4,0,3,1
21.6,46,0,0,3,2,0,0
21.9,41,1,1,4,3,2,1
29.1,32,1,1,0,0,1,1
26.6,34,1,3,0,0,0,2
23.3,26,0,0,1,1,3,0
21.8,37,0,0,2,1,2,0
22.4,44,0,1,3,1,0,1
23.6,15,0,0,1,1,3,0
21.9,38,0,0,0,4,1,1
20.3,46,1,4,1,2,2,2
18.0,30,0,0,3,2,0,0
23.9,43,0,2,1,2,1,1
27.7,68,0,0,4,2,1,0
31.8,33,1,3,0,4,1,2
25.2,39,1,4,3,2,1,2
22.9,26,0,3,2,4,1,2
30.3,37,1,3,0,0,1,1
21.7,40,1,2,3,3,1,2
26.7,37,1,4,2,1,1,2
18.8,22,1,1,3,0,0,0
25.0,37,0,0,3,0,1,0
31.4,52,0,2,0,2,2,1
32.8,40,1,2,3,2,1,1
23.0,46,1,1,3,2,0,0
29.9,32,1,2,3,4,1,1
30.5,43,1,1,2,2,1,1
26.4,38,0,1,0,0,0,1
25.1,23,1,1,1,1,1,0
23.7,38,0,2,4,0,2,2
21.0,23,1,1,4,0,1,1
21.2,27,0,2,2,1,1,2
27.6,37,1,4,0,2,0,2
24.7,38,0,1,3,0,0,0
23.3,20,0,2,3,3,2,1
22.1,47,0,2,3,4,1,1
23.4,41,1,2,0,2,0,1
29.3,26,0,0,0,0,1,0
28.1,16,1,0,1,2,2,0
21.0,33,0,1,0,2,1,1
25.5,29,0,4,3,2,2,2
27.2,36,1,1,2,1,2,1
21.2,30,0,3,3,2,0,2
20.5,15,1,3,0,4,0,2
24.2,30,1,4,2,1,1,2
22.4,31,1,4,2,2,2,2
22.1,42,1,4,1,1,2,2
22.8,26,0,0,2,1,2,0
33.1,55,0,0,2,1,4,0
22.0,15,1,3,4,2,2,2
29.7,50,0,4,0,0,4,2
20.1,32,0,2,3,4,2,1
32.1,45,1,3,4,3,4,2
27.8,35,0,4,3,2,0,2
21.7,48,1,2,3,2,4,0
30.7,30,0,4,0,4,4,2
20.3,21,0,1,2,1,2,0
25.2,52,1,2,3,4,0,1
30.5,33,0,1,2,2,2,1
19.3,37,0,0,1,1,3,0
24.9,49,1,3,4,2,4,2
18.7,22,0,4,2,2,1,2
21.6,42,1,3,4,4,3,2
19.8,27,0,4,2,1,1,2
22.9,33,1,1,3,2,3,0
25.9,35,1,2,3,2,0,1
26.5,16,1,2,3,1,4,1
23.7,25,1,4,0,2,4,2
18.2,51,1,1,0,2,0,1
34.1,45,0,4,2,1,1,2
21.3,34,0,4,4,4,2,2
27.1,37,1,4,2,1,3,2
19.8,31,0,2,0,0,0,1
25.2,51,1,4,1,1,2,2
21.7,32,0,2,2,2,0,1
23.3,37,0,0,2,1,1,0
19.9,48,1,1,4,4,2,0
20.6,25,1,0,2,1,2,0
29.3,53,0,4,1,1,3,2
21.9,16,0,2,2,1,2,2
20.6,54,1,1,3,2,4,0
20.5,30,0,3,2,1,1,2
22.4,32,0,1,1,1,3,0
33.3,15,1,1,1,3,1,1
32.9,29,0,4,3,0,1,2
31.1,22,1,0,0,0,1,0
19.8,27,1,0,0,0,0,0
32.2,33,1,3,0,0,0,2
18.7,46,0,4,4,1,3,2
26.2,37,0,1,0,0,4,1
19.8,38,1,0,3,2,4,0
33.3,21,1,0,2,1,2,0
33.2,24,0,2,2,1,1,1
25.0,56,0,1,3,0,4,0
15.1,26,0,4,2,1,1,2
25.3,54,1,0,2,2,1,0
27.0,32,1,4,0,2,1,2
23.3,35,0,1,2,1,2,0
23.9,47,0,1,4,4,3,1
30.0,50,0,0,4,2,3,0
19.0,33,1,3,3,3,3,2
23.7,30,1,4,4,2,4,2
18.7,34,0,4,4,0,2,2
23.6,39,0,2,3,0,4,2
19.1,45,1,1,2,4,3,0
23.4,35,1,1,2,2,1,1
29.4,42,0,0,4,1,3,0
18.3,54,0,0,3,2,4,0
24.8,39,0,0,3,2,4,0
16.1,38,1,2,0,4,0,1
22.3,16,0,3,0,2,0,2
24.3,15,1,0,1,2,4,0
26.1,39,1,0,0,0,1,0
20.9,33,0,0,4,2,2,0
17.9,28,0,2,0,0,0,1
31.6,37,1,4,2,1,2,2
20.4,34,0,3,0,2,0,2
26.4,48,1,4,0,2,0,2
24.0,36,0,1,0,3,0,1
22.6,26,0,1,4,1,1,0
26.6,46,0,0,3,2,2,0
21.2,32,0,4,3,3,4,2
32.9,41,1,2,4,1,2,1
27.9,29,1,3,4,4,2,2
24.4,27,1,4,2,1,3,2
20.9,36,0,4,1,3,3,2
25.5,35,1,3,1,1,3,1
20.5,40,1,4,0,2,0,2
21.1,31,1,4,0,1,2,2
30.2,15,0,3,1,4,3,1
24.6,29,1,2,0,4,0,1
20.3,44,0,3,4,0,1,2
19.3,31,0,0,3,3,1,0
32.2,32,1,0,0,0,0,0
20.8,46,0,0,3,0,0,0
24.7,26,1,0,3,2,0,0
20.5,16,1,1,1,1,0,1
33.8,33,1,2,3,0,4,1
25.2,29,1,1,0,0,0,1
22.4,23,1,4,0,2,0,2
25.3,32,0,4,2,2,1,2
30.9,40,1,3,2,3,1,1
19.0,34,0,0,0,1,1,0
29.8,38,1,3,2,1,2,2
32.8,56,1,4,4,0,2,2
24.1,30,1,0,3,2,0,0
20.8,38,0,2,3,0,2,1
21.0,28,0,4,3,1,4,2
23.4,24,0,3,3,0,1,2
26.1,27,0,3,0,2,0,2
30.6,29,1,4,4,4,0,2
22.7,39,1,1,3,0,1,0
27.9,63,0,2,0,0,0,2
35.2,26,0,4,2,4,1,2
32.5,30,0,4,2,4,3,2
19.0,34,1,3,0,4,3,2
23.9,39,0,0,0,0,1,0
20.7,38,0,0,0,0,0,0
19.3,50,1,0,4,4,3,0
31.1,15,0,3,0,0,0,2
27.4,15,1,0,1,1,4,0
23.3,29,1,4,0,4,0,2
21.1,48,1,1,3,2,0,1
21.9,16,1,1,4,0,4,0
29.8,15,1,1,2,1,3,1
19.9,41,0,0,0,4,1,0
24.2,37,0,1,2,1,1,1
20.5,21,1,0,3,0,1,0
22.4,23,1,4,3,1,2,2
23.1,23,0,4,3,0,3,2
19.1,36,0,3,0,3,0,2
18.2,27,1,3,0,3,1,2
23.8,40,0,2,0,0,4,2
22.2,15,0,4,4,0,2,2
30.7,24,1,0,2,2,1,0
24.4,21,0,2,3,2,1,1
24.3,31,0,4,4,1,3,2
17.6,28,0,0,4,4,1,0
23.4,44,0,4,0,0,0,2
25.9,15,1,4,0,2,3,2
23.3,35,0,0,4,4,0,0
20.7,41,1,4,4,1,2,2
32.9,57,0,4,2,1,2,2
29.4,29,1,4,4,1,1,2
22.4,38,1,3,0,1,0,2
21.1,15,0,1,0,4,0,0
34.5,15,1,4,2,4,1,2
29.1,45,1,0,3,2,0,0
24.7,34,1,4,3,0,3,2
25.3,49,1,3,2,4,1,2
22.3,18,1,3,0,0,0,2
35.1,41,0,4,1,1,2,2
28.0,57,1,2,4,0,1,1
28.7,40,1,1,0,0,4,0
33.7,38,0,0,3,0,2,0
28.5,35,0,0,3,3,0,0
18.5,16,1,0,3,0,0,0
20.5,51,0,0,4,4,0,0
24.0,27,0,3,2,2,1,2
22.0,41,0,1,3,4,0,0
25.0,16,0,4,0,0,1,2
28.0,20,0,4,1,1,3,2
18.9,52,0,2,2,1,1,1
20.2,30,1,4,0,4,1,2
35.9,52,1,1,4,0,3,0
24.6,34,0,4,3,1,1,2
28.9,15,0,3,0,0,4,2
22.6,45,1,4,0,2,1,2
30.9,27,0,0,0,0,1,0
34.0,43,1,0,2,1,1,0
20.7,35,0,0,3,2,4,0
17.7,16,1,0,2,1,2,0
31.4,36,1,3,0,4,0,1
23.9,61,0,3,0,2,3,2
25.2,40,0,3,1,4,2,2
27.3,34,0,4,2,1,1,2
21.5,47,0,0,0,4,0,0
23.9,37,1,2,0,0,1,1
32.5,37,0,2,0,2,0,1
29.6,21,1,0,2,2,1,0
18.4,37,0,1,2,4,1,1
21.3,47,1,4,3,1,0,2
24.0,24,0,2,3,2,4,1
18.4,52,0,3,3,0,1,2
27.4,33,1,1,0,0,0,1
22.1,24,0,3,0,2,0,2
26.2,46,0,1,2,1,1,0
31.4,31,0,1,0,0,1,0
24.2,44,0,4,1,1,2,2
21.2,31,0,3,0,1,1,2
20.0,34,1,3,0,2,2,2
27.4,40,0,2,0,3,0,1
34.4,38,1,0,3,1,0,0
22.9,15,0,0,1,1,2,0
24.0,21,0,2,0,1,1,1
23.5,46,1,1,0,0,1,1
26.7,33,1,2,3,1,0,1
22.9,28,1,2,3,0,0,2
21.9,18,1,3,0,0,2,2
21.1,22,1,2,3,2,4,2
20.1,15,0,1,1,4,4,0
21.8,33,1,0,3,0,4,0
26.5,27,1,4,3,1,1,2
20.3,23,0,2,3,1,0,1
21.8,34,0,2,3,2,4,2
24.5,39,1,3,0,0,0,2
23.2,60,1,3,2,1,3,2
21.9,16,1,2,0,1,2,1
23.7,48,0,2,4,1,1,1
30.4,46,1,1,0,3,1,1
25.8,25,0,0,2,2,0,0
28.9,37,0,0,0,0,0,0
28.1,29,0,4,0,2,2,2
22.7,37,0,0,2,2,2,0
22.1,53,1,4,2,2,2,2
25.5,42,0,3,1,1,1,1
22.6,41,0,4,0,0,0,2
19.7,29,1,4,3,2,1,2
17.4,17,0,0,0,0,1,0
20.0,32,1,2,2,2,3,1
21.0,49,0,3,2,1,2,2
27.3,16,1,1,2,3,2,1
20.9,22,0,4,0,1,2,2
23.7,36,0,4,3,1,0,2
23.4,23,1,4,1,3,3,2
19.8,25,0,2,0,1,2,2
28.9,29,0,1,2,1,2,0
20.3,18,1,0,0,0,0,0
27.5,23,0,3,1,2,1,2
25.2,43,0,2,3,2,0,1
21.1,19,1,1,4,0,2,0
22.0,15,1,3,2,2,2,2
18.9,27,1,0,0,0,1,0
24.7,43,1,3,0,0,0,2
26.8,32,1,4,2,4,2,2
32.0,29,0,4,2,4,2,2
22.8,35,1,2,0,0,0,1
23.1,15,0,3,3,0,2,2
26.5,40,1,4,0,2,2,2
22.2,39,0,2,1,1,1,1
19.9,30,0,2,0,0,0,1
26.9,47,1,2,3,2,2,1
30.8,21,0,0,0,0,0,0
21.4,48,0,4,0,2,1,2
19.9,36,1,4,1,0,3,2
23.5,30,1,1,4,4,3,0
27.0,34,1,0,2,1,1,0
31.2,33,1,4,0,4,0,2
27.7,49,0,4,3,0,4,2
20.3,22,0,1,0,0,0,0
22.0,25,0,3,2,1,1,2
32.4,47,0,3,2,1,3,1
30.4,27,0,0,2,1,2,0
18.1,45,0,2,0,2,0,1
29.6,55,1,1,3,2,2,0
23.7,30,0,1,2,1,2,0
25.9,43,0,4,4,2,3,2
24.1,21,0,4,3,2,1,2
18.4,44,1,1,4,2,2,1
22.1,37,1,2,2,0,1,1
22.2,40,1,3,0,0,2,2
30.0,27,1,0,3,0,0,0
23.2,15,0,3,3,2,3,2
24.1,41,0,0,4,0,2,0
27.3,15,0,2,1,4,1,1
23.3,31,1,1,2,2,2,0
30.4,46,0,2,4,4,2,1
22.0,37,0,1,4,4,2,1
26.9,58,0,4,0,2,0,2
37.4,47,1,0,3,2,1,0
26.9,27,1,4,2,1,1,2
32.7,35,1,1,0,1,4,1
24.7,34,0,0,4,0,3,0
23.4,16,0,0,2,1,1,0
28.6,23,0,4,3,2,1,2
22.2,28,0,0,4,4,2,0
31.1,15,1,1,0,4,0,0
22.8,35,0,1,4,4,0,0
21.5,32,1,4,3,2,1,2
27.4,15,0,2,3,0,0,1
20.8,39,1,1,2,1,1,0
23.3,43,0,1,0,2,2,0
35.3,37,0,0,3,1,4,0
32.2,31,1,0,1,1,3,0
20.5,42,1,1,2,1,2,1
19.2,43,0,4,2,1,2,2
23.8,38,0,2,2,1,1,1
31.9,25,0,0,3,0,0,0
21.5,38,1,0,3,2,2,0
30.1,49,0,2,3,2,1,0
19.7,27,1,0,3,2,4,0
19.6,60,0,4,3,1,4,2
23.9,28,0,0,0,2,0,0
23.6,35,0,0,3,0,1,0
31.3,26,0,1,1,1,1,0
30.0,37,1,4,2,3,2,2
26.4,15,1,4,2,4,1,2
22.7,28,0,1,2,1,3,0
31.2,21,0,3,0,3,1,2
17.5,36,0,2,0,2,1,1
29.2,46,1,4,0,2,2,2
23.6,42,0,3,2,2,2,1
21.9,15,1,2,0,2,0,2
23.5,59,1,4,0,2,4,2
22.9,38,1,0,0,2,3,0
24.5,25,1,4,0,2,0,2
27.2,36,0,2,4,0,2,1
22.9,37,0,3,3,2,1,2
22.2,26,1,0,4,4,2,0
34.0,37,0,2,2,4,3,0
29.0,27,0,2,3,1,2,1
26.0,30,0,4,2,2,1,2
33.6,26,1,1,2,2,1,0
24.9,17,0,1,2,1,1,0
27.2,36,0,0,1,4,2,0
23.6,42,0,2,3,1,2,1
28.7,41,0,3,4,4,4,1
32.5,44,0,0,3,1,1,0
34.4,38,0,0,2,1,2,0
25.8,28,0,4,4,2,0,2
22.9,45,0,3,4,0,2,2
20.5,18,0,2,2,1,1,1
27.6,24,0,2,4,0,4,1
26.2,23,1,2,0,2,4,1
24.2,47,0,0,0,2,0,0
23.0,46,1,4,0,2,2,2
25.8,40,0,0,3,2,2,0
21.6,47,1,1,0,0,4,1
28.9,24,1,1,0,2,1,0
28.2,39,0,2,0,2,0,1
21.6,33,1,4,1,1,1,2
22.9,45,1,2,2,1,4,1
28.7,33,1,2,0,3,3,1
20.8,30,0,0,2,1,1,0
25.7,41,1,2,0,0,0,1
24.4,45,1,2,0,4,0,1
18.6,26,0,4,3,2,3,2
20.4,34,1,4,4,4,2,2
22.5,22,1,4,2,3,1,2
15.5,15,1,2,1,1,2,1
24.3,37,0,4,4,2,2,2
21.2,42,1,4,2,1,1,2
23.6,38,0,3,3,1,0,2
21.2,15,1,3,2,4,1,2
21.4,30,1,1,0,2,2,1
19.5,15,1,0,3,0,1,0
30.0,51,1,0,3,2,0,0
23.5,21,0,4,2,1,3,2
22.3,50,1,1,0,0,1,1
24.4,46,0,1,3,1,4,0
22.2,24,1,3,0,0,0,1
22.0,21,0,1,3,0,0,1
34.5,39,1,2,1,4,0,1
25.4,24,1,4,2,4,2,2
24.6,36,0,2,0,4,3,1
25.2,29,0,0,2,1,1,0
23.4,15,0,3,0,0,4,2
21.2,15,0,2,2,2,1,1
21.0,37,1,4,1,4,3,2
21.6,28,0,2,4,1,2,1
24.4,28,0,2,4,0,3,1
22.4,43,0,1,3,0,1,1
19.1,49,1,3,4,3,1,1
21.2,31,1,0,0,3,2,0
29.6,30,1,4,4,0,2,2
23.7,41,1,4,0,4,4,2
24.8,18,0,0,2,1,4,0
23.8,37,1,4,0,0,1,2
24.8,41,0,1,4,0,2,0
21.4,43,1,2,2,2,2,1
24.0,15,0,1,2,2,1,0
31.5,25,0,1,4,1,2,0
26.0,24,0,1,2,1,1,0
25.8,36,0,0,2,2,0,0
31.3,40,0,3,0,2,0,2
18.6,52,1,0,4,0,2,0
26.5,29,0,0,4,2,3,0
29.8,29,0,1,4,4,2,1
25.1,48,0,3,0,2,0,2
23.3,38,0,0,0,1,0,0
20.7,50,1,3,1,1,2,1
34.3,38,1,1,1,0,2,0
25.5,21,0,0,1,1,3,0
25.1,19,0,3,2,2,1,2
28.7,16,0,4,3,0,4,2
21.7,42,0,0,4,4,4,0
23.2,49,1,0,0,2,2,0
20.8,57,1,0,0,1,0,0
22.7,45,0,3,0,0,2,2
30.2,48,0,2,1,1,2,1
17.8,28,0,0,2,1,1,0
27.5,21,0,4,1,1,2,2
21.7,45,0,4,4,4,1,2
20.7,40,1,1,2,1,4,0
29.5,36,1,2,2,1,1,1
29.4,39,0,2,3,0,1,1
23.6,38,1,3,3,1,3,2
37.7,50,1,1,2,2,3,0
24.1,50,1,3,4,1,1,2
24.2,41,0,1,2,2,1,0
24.2,45,1,2,4,4,2,1
34.0,41,1,3,1,1,3,1
24.1,29,0,1,0,2,1,0
30.4,44,1,2,3,0,1,2
21.1,18,0,2,1,1,4,0
31.4,47,1,0,3,2,1,0
20.0,20,0,3,3,2,4,1
18.0,38,0,0,1,1,2,0
21.3,24,1,2,2,2,1,1
21.5,41,1,3,4,4,3,2
27.6,34,0,3,4,4,1,2
24.2,15,0,4,3,1,1,2
24.2,40,1,1,3,4,0,0
29.6,28,1,4,4,4,2,2
18.3,45,1,4,3,1,0,2
23.5,35,1,2,1,1,2,2
20.9,39,0,1,0,2,0,1
27.2,23,0,4,2,4,3,2
25.4,27,0,4,0,2,2,2
21.7,29,1,3,0,1,2,2
23.7,45,1,2,4,4,4,1
22.5,55,0,4,3,0,0,2
27.9,25,0,1,4,2,2,1
33.2,47,0,0,2,1,3,0
21.4,15,0,0,2,1,2,0
23.6,20,0,2,0,1,0,1
21.4,23,0,0,4,2,2,0
22.8,18,1,3,0,1,4,2
26.1,15,0,3,2,2,2,2
23.3,39,0,1,0,0,0,1
21.7,32,0,2,0,0,3,1
23.4,39,0,2,0,0,0,2
22.6,43,0,0,2,1,1,0
22.4,38,0,4,4,2,1,2
26.2,42,0,4,2,1,0,2
24.3,34,1,4,3,3,1,2
18.9,20,0,1,4,2,4,0
22.1,47,1,2,3,0,4,2
22.9,27,1,0,4,3,1,0
22.2,23,1,1,2,0,2,0
21.2,32,0,3,4,1,2,2
29.9,24,0,3,2,1,2,1
30.3,29,0,3,0,4,2,2
30.2,39,0,2,0,2,4,0
21.6,39,0,3,0,2,0,2
20.5,24,0,4,1,1,3,2
24.8,29,0,3,3,4,3,2
26.9,47,0,1,3,1,3,0
27.6,40,0,3,4,1,2,2
22.5,59,0,4,2,4,3,2
33.1,49,1,3,3,2,4,2
25.2,48,0,0,0,0,0,0
22.6,18,0,4,3,1,4,2
22.8,44,0,2,3,2,0,1
26.2,34,1,3,3,0,4,2
22.1,28,0,1,2,1,3,1
22.4,37,0,3,2,2,1,1
19.6,46,1,1,0,0,1,0
22.3,41,0,0,3,1,4,0
27.9,24,1,2,3,0,0,1
29.3,43,1,4,2,2,3,2
22.4,27,1,4,0,1,2,2
21.2,37,1,2,1,2,1,2
20.6,31,0,0,2,2,2,0
22.0,32,1,0,3,0,3,0
35.5,44,1,3,1,1,1,2
25.0,22,0,0,3,0,0,0
22.4,58,0,3,1,1,0,2
23.1,15,0,1,0,4,1,0
23.4,27,1,2,3,2,3,2
23.5,39,0,1,2,2,2,1
23.9,42,1,1,3,3,2,1
25.7,33,1,1,1,1,2,0
18.5,34,0,1,0,0,0,0
24.6,39,0,4,0,2,0,2
28.5,32,0,0,0,3,0,0
21.8,51,0,2,3,3,1,2
30.5,45,0,2,1,4,2,1
25.7,45,0,1,4,1,0,0
21.6,23,1,2,3,1,1,1
30.1,34,1,3,2,1,1,1
23.1,31,0,2,4,2,4,1
23.3,22,1,1,1,2,2,1
29.6,39,1,2,0,0,0,2
27.2,28,1,0,3,1,0,0
37.6,42,1,1,0,0,1,0
22.1,22,1,4,4,2,2,2
29.5,55,1,0,4,1,4,0
24.5,24,0,2,4,4,3,1
32.6,37,0,4,4,0,4,2
29.7,44,0,0,2,2,1,0
21.5,28,1,3,3,2,4,2
20.2,45,0,0,0,0,1,1
29.5,20,0,4,3,4,4,2
19.0,52,0,3,0,0,0,1
31.7,35,1,2,3,0,2,1
29.0,27,0,1,4,2,3,0
23.2,31,1,2,0,0,1,1
20.1,44,0,1,0,2,0,0
21.0,27,0,1,2,2,1,0
21.5,26,0,4,3,0,0,2
29.9,32,1,3,3,1,1,1
19.1,20,1,3,3,4,3,1
20.7,56,1,0,3,2,1,0
30.5,28,1,2,0,4,4,1
22.5,44,1,4,3,0,4,2
26.0,37,0,2,2,1,2,1
21.2,23,0,0,0,1,0,1
25.6,34,1,0,2,1,0,0
22.7,44,1,4,4,3,4,2
23.2,32,0,0,4,2,2,0
21.8,49,1,4,3,4,2,2
18.9,47,0,0,4,2,1,0
33.3,46,1,3,0,1,0,2
22.0,29,0,4,4,0,1,2
24.6,22,1,3,0,0,0,2
20.6,27,1,3,2,1,1,2
24.5,37,0,4,0,2,3,2
18.7,41,0,2,3,4,2,2
20.4,15,1,1,0,3,2,1
30.7,34,1,0,0,0,1,0
21.4,36,0,0,2,2,3,0
22.6,31,1,2,0,3,0,1
27.4,50,0,1,0,1,1,1
21.1,40,0,2,2,1,1,1
19.3,50,1,1,0,0,0,1
24.7,32,0,4,0,0,0,2
20.8,46,0,4,0,2,1,2
26.6,54,1,3,0,3,0,2
24.9,50,0,3,2,2,1,2
19.2,21,0,4,3,0,1,2
25.1,31,0,3,2,1,3,2
21.5,30,0,4,0,3,2,2
22.6,40,1,2,2,1,0,1
30.3,43,0,0,2,1,3,0
21.5,24,1,4,1,2,3,2
25.1,35,0,4,1,1,3,2
35.2,15,1,4,0,3,0,2
25.4,52,0,3,0,3,1,1
31.1,28,1,3,1,3,1,1
22.0,35,0,3,0,0,1,2
33.6,31,0,3,2,4,2,1
23.3,48,0,2,2,2,3,1
27.4,15,0,4,4,4,3,2
20.9,34,1,2,2,1,1,1
25.9,33,1,3,2,1,3,1
20.2,29,0,2,1,2,3,1
22.3,55,1,4,0,2,0,2
24.6,24,0,4,2,0,2,2
19.8,44,0,3,2,1,3,2
25.8,39,1,4,3,1,0,2
23.2,50,1,2,3,0,0,1
26.5,26,1,1,0,2,2,0
21.2,26,0,4,0,3,4,2
30.5,48,0,2,2,1,2,2
27.7,40,1,2,2,4,4,1
21.1,16,0,2,0,2,0,1
21.1,28,1,4,2,1,4,2
31.2,39,1,1,1,1,2,0
30.6,45,1,3,2,4,3,2
27.4,26,1,3,0,1,0,2
21.7,15,1,4,2,0,4,2
24.1,41,1,4,3,3,0,2
21.4,20,0,0,4,1,1,0
22.7,15,0,1,4,3,4,1
20.7,15,1,2,2,1,2,2
24.3,44,1,2,2,4,1,2
26.7,36,1,3,2,0,3,1
26.8,32,0,4,0,2,2,2
21.1,51,1,1,0,0,0,0
26.6,42,1,3,0,4,2,2
23.2,54,1,1,3,1,4,0
22.7,18,0,4,2,2,1,2
31.7,34,1,2,0,2,0,1
